Time (s),Qgen (W),Qsolar (W),Qalbedo (W),Qplanetshine (W),Qout/rad (W),Qstored (W)
61460,18.62,69.37,16.84,16.4,82.18,39.05
61470,12.37,62.37,20.64,17.23,89.22,23.39
61480,15.28,68.09,17.47,22.23,96.34,26.73
61490,17.85,64.57,18.8,11.14,91.4,20.96
61500,14.12,54.56,24.1,21.77,66.26,48.29
61510,13.91,64.19,21.04,10.9,82.19,27.84
61520,11.28,53.69,25.93,20.28,94.65,16.53
61530,14.92,62.11,28.51,17.75,82.12,41.16
61540,11.48,66.04,21.92,12.74,89.11,23.06
61550,12.25,66.9,17.7,13.5,66.38,43.98
61560,13.74,57.96,26.08,18.28,60.25,55.81
61570,19.3,51.49,25.58,19.71,88.53,27.55
61580,14.52,62.88,25.43,22.48,96.22,29.09
61590,13.53,55.13,18.87,13.1,87.41,13.22
61600,12.81,53.9,26.09,23.67,85.9,30.57
61610,11.43,55.07,28.76,13.01,80.66,27.61
61620,17.44,57.18,17.0,14.04,84.45,21.21
61630,16.02,66.14,17.09,18.13,74.83,42.54
61640,13.98,69.33,16.63,24.67,88.66,35.95
61650,10.82,50.78,29.3,17.48,80.91,27.47
61660,13.28,57.07,16.76,23.29,85.66,24.73
61670,16.44,62.05,29.14,16.54,97.21,26.95
61680,12.87,56.65,25.65,22.69,91.11,26.75
61690,19.29,66.54,18.26,16.04,77.7,42.44
61700,14.18,63.11,15.62,14.27,86.98,20.21
61710,18.93,57.12,18.49,17.77,87.73,24.57
61720,19.35,63.48,24.61,23.46,95.44,35.44
61730,15.95,65.14,21.18,17.47,64.21,55.53
61740,10.84,52.44,21.24,16.75,91.83,9.44
61750,14.7,61.18,29.7,18.15,94.13,29.62
61760,10.63,69.31,21.41,19.58,82.56,38.37
61770,15.11,56.23,24.7,10.61,64.2,42.45
61780,11.04,69.81,18.01,21.78,92.44,28.2
61790,12.33,52.35,18.16,18.99,97.14,4.69
61800,17.37,65.89,27.27,11.07,90.75,30.86
61810,13.54,62.44,16.22,21.23,86.6,26.83
61820,15.43,62.63,20.68,11.63,61.15,49.21
61830,11.49,60.82,17.94,10.15,78.11,22.3
61840,18.64,64.78,26.87,23.93,71.76,62.45
61850,11.89,63.43,30.0,18.5,84.29,39.53
61860,18.58,52.66,28.68,11.63,62.28,49.27
61870,12.56,67.59,28.14,20.23,91.97,36.55
61880,11.13,52.7,25.64,12.76,98.71,3.53
61890,12.95,54.08,27.7,10.43,69.2,35.97
61900,14.88,68.65,22.67,10.79,95.69,21.3
61910,12.28,50.53,17.99,24.4,92.67,12.52
61920,17.32,62.53,18.99,20.9,69.81,49.94
61930,15.82,58.73,18.63,24.82,92.26,25.74
61940,12.8,51.8,29.1,10.93,88.49,16.13
61950,19.59,62.81,24.12,10.41,76.89,40.05
61960,18.97,58.35,26.4,21.75,91.39,34.08
61970,16.45,65.99,16.68,14.62,85.51,28.22
61980,17.5,69.45,16.35,24.07,98.99,28.39
61990,15.9,58.24,20.76,17.04,98.85,13.1
62000,15.02,51.56,19.13,15.5,61.07,40.15
62010,13.21,63.19,23.67,22.57,76.95,45.71
62020,15.7,53.23,16.05,17.0,79.95,22.03
62030,15.63,66.06,15.23,21.2,88.92,29.19
62040,13.87,67.67,27.14,22.61,98.16,33.14
62050,18.91,55.59,16.48,24.57,71.02,44.53
62060,14.51,63.95,25.78,18.42,77.28,45.38
62070,17.41,57.48,20.13,23.4,98.78,19.63
62080,17.07,61.21,22.47,22.61,86.06,37.3
62090,12.4,50.42,26.22,15.52,70.58,33.97
62100,16.82,68.22,20.16,12.7,61.62,56.27
62110,14.94,59.98,18.53,17.99,97.28,14.16
62120,14.5,64.61,22.76,17.97,62.27,57.58
62130,14.68,67.21,22.16,10.64,80.11,34.58
62140,11.49,68.36,25.46,18.53,65.46,58.38
62150,16.85,67.53,29.74,16.95,89.82,41.25
62160,18.72,60.77,18.65,10.26,96.15,12.25
62170,15.19,67.93,24.03,15.86,62.44,60.57
62180,10.36,60.93,21.82,14.58,87.41,20.27
62190,16.12,65.14,23.64,13.27,69.66,48.5
62200,14.93,63.82,26.36,10.23,90.55,24.81
62210,18.07,67.19,27.27,18.67,81.87,49.32
62220,11.01,58.04,28.78,16.14,79.15,34.81
62230,17.15,55.87,20.7,14.21,93.2,14.74
62240,14.02,51.95,15.43,22.89,77.82,26.47
62250,18.7,54.74,23.02,16.32,86.16,26.62
62260,15.42,67.8,15.14,14.63,60.19,52.8
62270,17.87,60.12,18.29,13.88,92.64,17.53
62280,14.44,56.28,27.04,12.67,92.72,17.71
62290,12.8,62.02,23.93,14.44,79.45,33.74
62300,17.12,68.72,29.01,24.19,84.97,54.07
62310,10.99,67.86,25.27,22.48,80.41,46.19
62320,14.95,59.22,19.86,23.12,95.73,21.42
62330,17.5,55.88,16.72,17.7,90.5,17.3
62340,19.77,56.53,20.17,20.47,98.11,18.82
62350,16.77,62.97,18.71,12.34,77.68,33.12
62360,13.48,56.24,27.2,22.01,76.29,42.63
62370,14.12,65.65,27.95,17.73,87.59,37.86
62380,12.08,65.1,22.74,17.01,81.58,35.34
62390,19.72,60.34,23.83,22.09,75.41,50.57
62400,11.55,57.13,22.66,10.3,67.71,33.93
62410,11.51,63.39,17.21,19.65,73.87,37.88
62420,15.48,51.56,22.66,10.93,87.67,12.97
62430,18.44,63.05,19.2,22.65,96.08,27.26
62440,19.51,56.11,21.16,10.41,75.64,31.55
62450,16.49,57.7,23.94,13.07,96.96,14.24
62460,16.68,59.03,17.8,15.29,99.29,9.5
62470,13.09,55.35,22.98,22.79,81.73,32.48
62480,10.5,59.85,24.9,10.2,60.16,45.28
62490,18.92,59.9,19.92,15.26,88.26,25.74
62500,12.19,51.51,22.7,16.77,68.85,34.32
62510,12.64,60.86,16.53,17.2,66.84,40.4
62520,10.15,56.36,27.43,11.99,69.37,36.56
62530,15.75,65.15,25.3,20.1,91.16,35.14
62540,10.07,53.65,22.07,17.84,62.65,40.98
62550,16.13,58.22,28.75,15.61,64.04,54.67
62560,18.1,52.59,24.09,14.71,69.57,39.93
62570,10.53,66.52,23.65,18.26,87.09,31.87
62580,15.77,53.78,15.24,18.1,70.62,32.27
62590,13.19,65.73,15.2,22.06,90.5,25.69
62600,11.96,69.76,16.83,17.54,83.77,32.33
62610,19.91,63.83,27.71,11.79,69.89,53.36
62620,10.31,51.86,29.0,13.47,60.82,43.81
62630,10.87,60.77,18.09,16.44,87.95,18.21
62640,14.45,66.05,27.9,14.64,70.21,52.83
62650,19.3,65.78,27.61,19.91,91.37,41.22
62660,19.72,57.02,15.97,20.5,88.75,24.46
62670,17.38,60.86,15.74,17.44,88.34,23.07
62680,17.71,66.41,23.19,14.83,60.27,61.89
62690,12.74,62.15,23.57,23.4,72.03,49.83
62700,10.37,55.36,23.65,14.19,74.34,29.23
62710,11.69,54.36,20.41,23.99,64.73,45.71
62720,12.3,63.34,19.66,21.94,74.12,43.12
62730,16.1,54.93,17.21,23.27,72.16,39.35
62740,12.65,56.49,20.27,24.83,99.58,14.65
62750,13.24,55.61,26.98,12.32,67.29,40.88
62760,11.65,61.81,23.22,23.5,72.35,47.83
62770,15.56,66.54,21.04,21.49,87.58,37.05
62780,14.31,66.61,19.3,22.53,83.74,39.0
62790,12.5,59.92,26.51,17.78,87.18,29.54
62800,15.34,58.97,20.37,10.71,98.33,7.05
62810,17.28,55.84,29.54,16.29,72.89,46.06
62820,18.58,60.22,26.52,22.88,72.83,55.37
62830,12.17,60.35,17.3,14.05,72.58,31.28
62840,19.75,66.14,24.63,17.96,92.05,36.42
62850,12.32,52.51,17.87,23.6,76.37,29.93
62860,15.36,58.12,18.79,24.86,77.64,39.49
62870,14.24,52.78,17.94,23.88,97.94,10.89
62880,12.66,50.53,23.65,16.02,90.97,11.89
62890,17.33,66.22,23.82,19.09,96.24,30.22
62900,11.85,51.54,23.74,19.22,98.47,7.88
62910,10.13,51.89,18.86,12.54,82.03,11.39
62920,15.2,58.23,23.02,13.37,63.38,46.45
62930,10.96,63.27,18.23,12.93,75.98,29.41
62940,13.0,65.01,25.12,13.27,95.17,21.23
62950,10.81,51.82,20.58,23.46,81.22,25.45
62960,18.5,56.62,25.89,17.43,63.79,54.65
62970,15.01,60.64,27.49,11.92,91.52,23.54
62980,13.11,61.83,21.16,18.58,68.32,46.37
62990,14.48,67.73,20.67,11.63,65.24,49.26
63000,16.25,50.39,24.74,20.17,63.37,48.18
63010,15.37,62.51,17.73,15.44,79.8,31.26
63020,12.0,54.67,28.54,22.26,99.26,18.22
63030,18.18,62.6,20.42,13.76,96.73,18.23
63040,14.79,51.2,24.85,11.35,77.99,24.2
63050,13.62,68.15,18.65,15.99,77.51,38.89
63060,17.53,52.56,18.82,19.9,79.06,29.74
63070,10.42,62.63,22.73,12.65,88.05,20.38
63080,18.45,65.71,24.87,16.93,90.96,35.0
63090,14.97,68.61,26.23,23.39,97.57,35.63
63100,19.83,60.73,25.96,15.57,80.12,41.97
63110,18.64,52.25,21.89,10.72,62.6,40.89
63120,12.59,67.52,20.29,18.57,77.1,41.87
63130,18.82,66.75,17.29,15.06,74.73,43.19
63140,13.18,59.42,22.37,17.24,67.43,44.78
63150,10.56,69.74,16.55,12.15,91.8,17.21
63160,11.71,63.33,26.39,15.5,78.77,38.16
63170,11.88,51.72,19.43,15.71,62.0,36.75
63180,13.11,50.05,18.43,24.8,79.0,27.39
63190,15.68,68.22,19.76,15.16,61.61,57.22
63200,16.59,60.92,18.42,17.65,61.38,52.2
63210,10.94,61.95,22.52,23.23,79.37,39.27
63220,18.38,51.46,21.35,11.39,81.4,21.17
63230,19.84,58.63,19.19,15.0,80.46,32.2
63240,13.97,59.8,17.0,11.32,82.11,19.98
63250,16.23,55.33,23.54,15.96,83.86,27.21
63260,18.64,55.29,25.73,20.18,72.87,46.97
63270,12.06,61.48,20.49,16.93,64.94,46.02
63280,17.43,61.67,24.47,16.23,71.22,48.58
63290,11.48,50.33,21.05,11.87,73.48,21.25
63300,18.78,50.41,22.46,17.26,78.62,30.3
63310,10.83,53.45,27.44,11.44,68.66,34.49
63320,14.96,50.51,25.6,22.71,98.59,15.19
63330,12.31,51.68,17.98,11.7,80.61,13.05
63340,19.09,57.85,28.95,15.51,76.67,44.73
63350,10.26,50.29,21.35,24.6,66.29,40.21
63360,18.74,55.4,29.58,24.97,98.92,29.77
63370,17.33,69.5,23.51,14.47,90.24,34.58
63380,10.06,61.75,16.62,11.59,87.36,12.67
63390,14.48,56.38,17.76,18.53,72.63,34.53
63400,13.42,69.74,26.65,12.73,95.3,27.24
63410,10.98,69.16,28.25,24.48,99.01,33.86
63420,18.28,67.62,26.44,12.44,93.89,30.89
63430,18.14,65.44,27.78,17.76,71.03,58.09
63440,12.92,63.21,28.76,24.53,69.08,60.34
63450,19.16,52.5,27.29,15.97,96.04,18.88
63460,16.19,56.25,22.72,21.7,66.26,50.6
63470,17.17,57.32,25.51,21.12,76.13,44.98
63480,17.82,66.92,23.55,20.59,62.07,66.81
63490,15.48,56.31,27.82,21.91,97.7,23.83
63500,19.03,54.84,24.48,22.4,92.52,28.23
63510,15.75,53.36,23.06,23.22,78.19,37.2
63520,17.21,69.82,22.13,23.93,71.18,61.91
63530,16.96,63.98,17.26,16.33,99.36,15.17
63540,12.93,59.48,15.05,24.47,89.07,22.87
63550,16.11,56.74,20.01,19.98,74.19,38.64
63560,11.34,54.95,19.29,18.99,63.69,40.89
63570,11.68,54.37,19.42,17.92,88.85,14.54
63580,17.73,50.75,28.87,16.81,66.57,47.58
63590,13.86,58.24,17.24,18.11,81.73,25.74
63600,18.87,61.34,22.03,11.93,97.29,16.89
63610,14.63,59.64,29.14,13.67,75.52,41.57
63620,12.82,65.61,29.96,19.98,90.29,38.07
63630,16.05,51.45,18.11,10.62,78.5,17.72
63640,10.38,62.3,27.64,19.78,89.12,30.98
63650,13.11,50.18,27.85,17.98,82.45,26.67
63660,15.69,64.57,26.06,20.41,94.48,32.24
63670,19.84,68.68,27.7,17.11,95.19,38.13
63680,16.49,66.31,18.72,17.98,74.39,45.1
63690,15.46,67.7,21.85,16.11,85.38,35.74
63700,13.22,63.14,16.45,23.06,61.96,53.92
63710,19.69,51.47,15.56,15.05,94.01,7.76
63720,14.1,59.08,16.5,16.72,62.44,43.96
63730,18.33,54.27,27.66,24.15,98.17,26.25
63740,18.63,60.68,27.81,20.96,85.0,43.08
63750,13.07,56.55,23.78,10.7,91.77,12.33
63760,18.65,53.29,28.89,18.56,63.21,56.18
63770,18.42,60.99,15.4,13.68,76.43,32.05
63780,19.19,59.28,27.94,17.02,72.46,50.96
63790,10.1,66.12,17.95,24.35,98.1,20.43
63800,15.09,58.94,27.47,18.51,80.25,39.76
63810,10.75,66.14,26.77,19.21,94.14,28.73
63820,10.84,66.39,28.63,15.77,84.08,37.56
63830,19.36,51.14,18.08,23.51,80.62,31.47
63840,14.4,52.2,16.66,14.8,86.08,11.98
63850,13.75,65.48,16.67,10.19,87.81,18.28
63860,14.76,69.69,28.26,24.82,87.81,49.73
63870,12.18,60.85,17.1,13.58,99.48,4.23
63880,15.91,58.59,29.14,16.1,73.16,46.58
63890,15.81,67.17,21.36,23.56,89.65,38.25
63900,13.87,66.69,21.47,12.83,68.58,46.29
63910,12.17,53.65,19.34,24.04,89.36,19.84
63920,19.52,51.85,19.22,16.74,95.37,11.98
63930,10.35,57.38,27.54,11.86,70.29,36.82
63940,15.91,67.06,21.08,14.07,76.16,41.96
63950,17.61,67.9,24.44,16.97,92.99,33.94
63960,18.01,54.12,26.03,12.0,99.58,10.57
63970,14.04,52.47,25.92,13.88,63.7,42.6
63980,11.64,53.59,15.71,19.48,83.15,17.27
63990,15.85,60.07,28.01,12.44,60.54,55.83
64000,11.99,62.78,25.68,10.75,65.01,46.2
64010,17.72,54.7,29.01,10.1,80.92,30.61
64020,13.42,50.57,22.96,11.02,88.07,9.91
64030,11.33,54.05,28.44,20.48,69.61,44.69
64040,16.2,56.62,26.57,20.38,61.9,57.88
64050,17.0,65.66,16.29,12.64,78.51,33.09
64060,12.47,51.45,23.62,23.49,98.24,12.79
64070,10.64,66.54,22.71,17.85,99.73,18.0
64080,14.86,67.21,21.07,14.6,67.82,49.93
64090,15.93,56.9,22.7,23.68,85.27,33.94
64100,16.22,63.24,27.21,12.57,92.41,26.83
64110,18.81,68.85,28.47,23.02,72.02,67.14
64120,12.24,57.19,27.57,24.75,98.78,22.97
64130,16.84,58.97,25.97,24.1,92.87,33.0
64140,10.25,63.05,22.84,15.27,74.78,36.63
64150,15.76,68.27,26.59,20.98,62.92,68.68
64160,19.18,55.34,16.48,13.34,83.95,20.38
64170,15.58,51.76,26.69,17.61,98.05,13.59
64180,16.29,51.58,27.19,24.02,76.38,42.71
64190,10.26,57.4,25.67,22.09,69.94,45.47
64200,12.67,59.32,24.49,20.58,93.28,23.79
64210,18.55,58.48,15.18,17.86,62.62,47.45
64220,16.42,51.52,29.15,14.8,79.06,32.83
64230,17.78,66.54,18.69,14.74,90.53,27.22
64240,19.93,60.58,17.71,24.31,86.93,35.59
64250,11.21,51.92,25.42,13.77,89.81,12.52
64260,10.62,54.14,17.61,20.97,69.12,34.21
64270,10.71,66.83,28.94,10.82,64.22,53.07
64280,19.94,53.04,24.11,10.64,92.95,14.77
64290,19.14,63.01,23.38,13.75,93.38,25.9
64300,14.55,55.34,25.62,22.36,60.89,56.97
64310,13.55,58.3,22.11,20.44,74.04,40.36
64320,11.63,56.64,28.21,24.06,86.45,34.09
64330,13.26,68.69,27.83,18.64,76.76,51.67
64340,10.08,61.78,27.38,10.81,94.6,15.45
64350,18.21,53.42,18.43,12.61,73.98,28.69
64360,18.4,64.36,25.95,14.0,92.15,30.56
64370,17.55,68.2,20.4,19.58,96.98,28.75
64380,10.33,69.96,29.8,20.12,95.22,34.99
64390,13.92,55.47,18.28,10.21,74.38,23.49
64400,14.83,61.29,22.97,16.88,84.03,31.94
64410,10.7,62.55,16.03,19.06,62.18,46.16
64420,19.07,63.43,19.23,21.5,60.87,62.36
64430,11.63,62.03,23.88,22.21,98.37,21.37
64440,10.25,68.23,24.3,11.0,87.5,26.29
64450,11.04,51.45,17.1,22.53,66.97,35.15
64460,12.1,58.48,28.7,15.29,65.21,49.36
64470,16.64,50.98,21.98,24.68,97.34,16.93
64480,14.57,51.08,20.48,24.63,74.1,36.65
64490,17.04,59.07,16.37,16.27,64.71,44.04
64500,17.56,66.81,23.25,11.66,74.61,44.67
64510,11.05,60.65,17.96,22.18,88.62,23.21
64520,12.88,53.75,26.42,14.79,87.12,20.72
64530,16.84,68.61,18.23,21.02,61.91,62.79
64540,14.4,68.53,20.63,18.87,83.0,39.44
64550,11.69,67.32,27.21,15.56,81.65,40.13
64560,13.44,62.81,16.0,19.79,89.03,23.02
64570,17.29,65.07,26.5,11.73,91.07,29.52
64580,15.92,69.91,16.23,14.43,60.87,55.61
64590,13.72,51.33,28.54,16.51,76.52,33.58
64600,12.67,58.48,22.85,20.35,64.38,49.97
64610,16.87,63.06,20.85,23.06,98.74,25.11
64620,16.88,53.8,26.19,15.03,84.3,27.6
64630,16.04,53.21,19.09,18.29,83.48,23.15
64640,15.83,58.03,15.82,14.32,81.03,22.98
64650,19.25,61.21,18.49,12.18,82.32,28.8
64660,15.07,56.02,21.71,20.86,66.61,47.05
64670,19.14,62.37,20.23,12.48,98.32,15.9
64680,14.24,51.75,20.2,15.85,98.45,3.59
64690,19.74,55.95,17.34,10.42,67.31,36.14
64700,17.06,65.08,17.6,19.59,65.73,53.59
64710,16.87,59.65,26.47,21.04,90.32,33.71
64720,19.77,64.05,24.93,15.28,83.29,40.74
64730,18.23,62.39,22.53,12.49,92.16,23.48
64740,15.22,60.89,22.91,22.56,69.94,51.64
64750,10.54,50.14,25.02,12.14,97.49,0.34
64760,19.72,66.25,29.47,19.34,78.97,55.82
64770,12.04,65.34,29.31,14.78,77.65,43.83
64780,16.02,60.03,18.71,11.84,76.75,29.85
64790,11.5,51.33,23.69,11.8,95.08,3.25
64800,14.46,63.62,28.51,17.72,66.84,57.47
64810,16.68,56.35,20.01,13.1,78.22,27.91
64820,10.1,63.23,19.64,24.84,77.83,39.98
64830,13.73,66.27,28.55,14.88,72.02,51.41
64840,14.78,65.5,24.73,24.33,90.55,38.79
64850,17.67,59.53,20.59,13.02,85.08,25.73
64860,12.04,67.89,23.22,20.18,89.08,34.26
64870,15.78,57.68,16.05,19.42,69.01,39.91
64880,17.31,60.95,23.38,14.73,62.82,53.56
64890,14.91,61.74,16.73,24.19,94.06,23.51
64900,19.06,60.67,20.94,20.52,99.54,21.65
64910,12.58,68.09,24.54,23.37,61.32,67.26
64920,12.1,54.93,28.55,11.61,78.75,28.44
64930,19.2,68.59,24.33,11.51,93.24,30.39
64940,13.32,69.98,18.14,12.09,83.21,30.31
64950,10.07,67.54,18.88,19.92,62.69,53.71
64960,17.79,50.13,15.86,15.45,87.25,11.98
64970,12.93,50.16,22.06,12.94,67.82,30.27
64980,13.35,59.16,29.16,18.45,92.55,27.57
64990,18.28,51.36,18.01,24.65,64.62,47.68
65000,13.53,60.43,20.84,12.07,69.4,37.47
65010,12.03,64.72,29.63,15.65,76.2,45.84
65020,11.43,51.47,24.79,20.8,93.66,14.84
65030,18.5,68.01,29.43,15.26,84.28,46.91
65040,13.32,60.94,16.65,11.67,86.0,16.58
65050,17.0,62.71,19.5,18.28,66.18,51.31
65060,10.46,63.82,16.06,14.35,60.93,43.75
65070,17.16,64.84,19.31,23.4,69.98,54.73
65080,17.1,61.41,28.04,17.39,95.21,28.73
65090,13.9,57.93,15.98,21.83,74.56,35.08
65100,12.89,65.11,21.93,24.69,90.66,33.96
65110,17.99,64.77,25.38,10.3,91.44,27.0
65120,12.16,66.54,20.21,22.84,77.45,44.31
65130,11.0,69.92,20.1,11.17,92.64,19.55
65140,14.78,66.92,22.77,23.42,81.17,46.73
65150,18.59,52.82,21.31,11.54,83.77,20.51
65160,17.63,67.3,23.1,23.56,75.33,56.26
65170,14.84,50.77,28.24,11.15,63.61,41.39
65180,15.54,60.26,26.29,16.02,71.21,46.9
65190,14.77,52.56,19.63,24.54,81.1,30.4
65200,19.61,66.68,15.01,15.29,79.65,36.94
65210,16.5,65.96,24.58,15.55,94.35,28.23
65220,18.73,50.49,17.28,12.35,66.05,32.8
65230,15.05,65.63,24.11,13.43,96.77,21.45
65240,14.77,68.71,26.11,17.3,69.39,57.49
65250,13.98,55.12,18.46,16.92,70.41,34.08
65260,16.97,50.31,15.75,11.55,99.09,-4.52
65270,10.16,57.76,18.99,21.54,91.31,17.14
65280,10.32,68.4,29.76,23.73,88.57,43.65
65290,13.82,52.58,16.04,10.67,68.19,24.93
65300,12.55,56.29,26.88,13.24,92.95,16.02
65310,17.33,52.68,16.55,14.43,96.22,4.77
65320,11.15,54.55,19.92,20.69,65.37,40.94
65330,18.61,65.73,19.61,15.08,81.12,37.92
65340,16.31,69.69,23.61,24.85,76.1,58.35
65350,10.86,62.57,28.14,16.94,96.0,22.5
65360,10.24,69.07,21.91,24.41,96.68,28.94
65370,19.38,68.79,18.28,14.27,89.87,30.85
65380,16.12,65.41,26.96,16.62,87.64,37.48
65390,14.7,50.56,29.93,11.88,83.21,23.86
65400,14.82,50.76,25.11,15.21,92.11,13.79
65410,10.2,51.61,25.06,17.62,88.57,15.91
65420,11.32,56.89,15.18,14.5,88.91,8.99
65430,14.68,52.67,22.49,19.57,60.88,48.54
65440,10.13,54.17,29.07,23.18,98.59,17.95
65450,10.72,58.13,21.1,23.65,75.88,37.72
65460,16.18,60.88,19.97,20.7,70.14,47.6
65470,13.71,62.59,25.36,20.32,64.88,57.11
65480,14.33,55.24,20.61,11.47,63.89,37.76
65490,17.97,64.45,22.27,23.92,62.15,66.46
65500,15.91,60.83,25.89,21.27,62.96,60.92
65510,17.33,56.92,28.27,14.83,71.83,45.52
65520,17.67,65.33,19.61,21.96,99.72,24.85
65530,11.21,65.76,19.13,22.75,86.61,32.24
65540,13.73,59.16,25.66,16.5,85.26,29.78
65550,11.03,51.31,29.69,21.67,90.93,22.77
65560,15.86,54.07,28.33,23.53,87.65,34.15
65570,10.53,62.8,29.22,21.79,89.71,34.63
65580,18.36,57.89,16.96,22.35,64.67,50.89
65590,13.83,68.86,25.38,15.47,62.34,61.19
65600,19.71,61.94,16.07,14.18,91.31,20.59
65610,19.31,52.59,28.89,10.81,75.53,36.07
65620,15.98,69.4,18.37,23.55,89.04,38.26
65630,16.35,51.29,26.44,24.66,72.56,46.19
65640,19.3,58.94,17.04,11.13,85.02,21.4
65650,14.18,56.95,22.36,11.0,62.96,41.54
65660,14.75,65.62,18.13,17.09,60.68,54.92
65670,18.73,53.27,18.83,14.34,98.69,6.48
65680,10.5,65.09,17.61,20.23,85.71,27.72
65690,10.86,61.47,26.05,14.52,91.79,21.12
65700,11.49,61.3,20.62,15.25,72.62,36.05
65710,14.61,60.36,29.88,18.95,82.56,41.24
65720,14.5,53.82,17.32,14.69,66.66,33.67
65730,15.95,55.48,27.55,14.95,71.65,42.28
65740,12.76,53.8,22.39,24.63,65.53,48.04
65750,13.34,54.76,29.99,11.46,84.79,24.75
65760,16.91,51.86,28.41,14.82,80.18,31.82
65770,12.11,68.38,22.78,20.44,81.74,41.96
65780,15.37,60.76,29.2,23.1,97.41,31.02
65790,17.84,60.45,17.94,20.88,68.88,48.24
65800,18.33,59.51,26.89,18.89,71.69,51.93
65810,18.82,59.37,29.18,10.1,66.25,51.22
65820,14.19,57.45,28.68,19.46,91.42,28.35
65830,16.46,62.66,24.23,10.66,87.41,26.6
65840,19.59,61.55,24.51,21.39,75.59,51.45
65850,14.61,61.96,18.04,16.26,73.69,37.19
65860,12.15,63.93,20.43,20.99,60.69,56.8
65870,10.72,64.93,22.17,15.33,62.48,50.67
65880,16.38,54.39,18.44,15.47,98.03,6.64
65890,17.55,65.8,19.93,13.86,98.51,18.63
65900,19.38,57.27,19.92,15.66,91.8,20.43
65910,18.85,69.78,29.63,23.91,96.11,46.06
65920,11.46,56.51,19.34,11.17,78.83,19.64
65930,12.98,54.83,20.74,13.6,60.41,41.72
65940,14.55,62.4,28.21,13.78,91.01,27.93
65950,18.47,67.96,29.99,12.14,84.17,44.39
65960,15.72,62.71,25.01,11.22,83.96,30.71
65970,18.72,67.39,18.41,18.57,77.22,45.87
65980,18.5,55.12,15.38,11.05,84.27,15.78
65990,17.99,54.71,28.11,21.62,94.61,27.83
66000,13.92,65.15,26.66,18.73,82.23,42.23
66010,16.57,68.66,19.05,22.62,83.28,43.61
66020,10.4,56.01,20.34,10.29,93.89,3.15
66030,14.18,52.61,16.97,14.46,88.33,9.9
66040,10.03,60.53,23.72,15.01,61.83,47.45
66050,13.98,61.97,28.83,17.29,68.36,53.71
66060,18.84,52.99,20.6,21.42,84.4,29.45
66070,14.23,56.8,17.0,17.14,63.35,41.81
66080,19.45,69.1,27.62,17.04,87.14,46.07
66090,13.88,62.15,29.37,10.47,82.15,33.72
66100,11.31,56.53,18.7,11.06,68.79,28.82
66110,16.84,54.18,27.67,21.88,64.09,56.47
66120,17.07,64.14,27.76,10.34,75.97,43.35
66130,11.99,51.45,16.3,17.5,96.31,0.93
66140,12.22,69.5,21.38,11.84,79.32,35.63
66150,17.15,56.07,23.71,24.43,79.45,41.91
66160,15.89,53.78,18.34,21.37,93.39,15.98
66170,11.06,69.83,17.97,23.55,98.99,23.43
66180,14.22,69.66,18.15,19.01,87.57,33.47
66190,10.54,65.04,28.87,20.88,91.08,34.25
66200,13.55,64.48,22.29,18.67,93.5,25.5
66210,13.44,55.27,15.7,11.17,81.62,13.96
66220,11.26,57.35,15.61,13.14,72.01,25.35
66230,10.4,62.86,27.9,19.33,99.21,21.27
66240,14.42,50.12,23.58,24.9,93.76,19.26
66250,13.24,55.68,24.42,14.58,94.75,13.17
66260,18.18,52.36,23.54,15.03,67.87,41.24
66270,19.19,60.92,17.81,13.33,99.37,11.88
66280,12.02,57.18,24.12,23.77,93.15,23.95
66290,19.59,55.73,24.53,12.31,92.47,19.69
66300,14.52,56.76,18.5,17.21,61.24,45.74
66310,13.91,69.11,17.83,17.32,88.39,29.78
66320,17.96,67.25,18.43,10.16,81.36,32.45
66330,15.04,67.92,22.99,21.34,77.33,49.96
66340,14.14,64.02,18.72,12.45,65.39,43.94
66350,11.12,69.95,25.05,22.48,87.9,40.7
66360,11.28,68.69,29.83,23.82,62.19,71.42
66370,19.05,52.16,20.31,18.8,71.07,39.26
66380,14.18,55.61,18.98,17.63,75.22,31.19
66390,14.15,55.76,17.32,24.24,83.77,27.7
66400,19.48,55.53,15.86,19.77,74.99,35.66
66410,15.72,53.81,19.28,20.39,60.54,48.67
66420,17.19,65.69,18.76,12.77,76.87,37.54
66430,16.43,56.52,21.4,15.07,74.26,35.16
66440,18.62,59.13,15.61,18.99,92.82,19.53
66450,15.34,67.36,27.67,17.52,98.23,29.66
66460,15.51,56.6,24.16,11.87,60.31,47.82
66470,12.05,62.09,19.54,21.85,64.48,51.06
66480,10.85,50.1,21.25,22.16,91.35,13.01
66490,14.47,68.75,17.45,17.64,98.0,20.3
66500,17.34,51.58,29.85,14.93,64.58,49.12
66510,11.98,62.4,15.97,21.12,96.79,14.68
66520,17.39,51.76,15.67,10.57,82.66,12.72
66530,15.84,66.34,29.68,17.32,97.45,31.72
66540,13.38,68.86,23.49,15.22,98.87,22.09
66550,14.67,59.66,15.15,19.78,70.71,38.55
66560,18.06,58.27,26.77,16.08,89.28,29.89
66570,12.04,52.1,23.73,15.55,91.6,11.82
66580,15.3,68.32,26.6,21.62,74.85,56.98
66590,10.67,55.26,15.64,19.08,91.15,9.51
66600,15.54,51.32,29.95,16.52,82.56,30.77
66610,12.55,67.93,27.42,16.07,76.84,47.14
